creditscore,geography,gender,age,tenure,balance,numofproducts,has_credit_card,is_active_member,estimatedsalary,churn,complain,satisfaction_score,card_type,point_earned,age_group,tenure_group,high_balance_flag,engagement_score,low_satisfaction_flag,single_product_flag,salary_segment,risk_score,churn_probability,risk_segment
512,France,Male,40,5,0.0,2,1,1,146457.83,0,0,3,DIAMOND,435,Mid-Age,Early,0,3,0,0,High,0,1.1228112105442701e-05,Low Risk
484,Spain,Female,35,7,133868.21,1,1,1,27286.1,0,0,2,SILVER,415,Mid-Age,Established,1,3,1,1,Low,2,2.0154768148579774e-06,Low Risk
510,France,Female,30,0,0.0,2,1,1,130553.47,0,0,2,DIAMOND,430,Young,,0,3,1,0,Medium,1,3.3880488754538305e-06,Low Risk
606,Germany,Male,36,5,190479.48,2,0,0,179351.89,0,0,5,PLATINUM,929,Mid-Age,Early,1,1,0,0,High,1,0.48567911520759643,Medium Risk
597,Spain,Female,40,8,101993.12,1,0,1,94774.12,0,0,5,SILVER,681,Mid-Age,Established,1,2,0,1,Medium,1,0.005341049112140537,Low Risk
754,Germany,Female,55,3,161608.81,1,1,0,8080.85,1,1,4,GOLD,810,Senior,Early,1,1,0,1,Low,2,0.9999576402524176,High Risk
850,Spain,Female,45,2,122311.21,1,1,1,19482.5,0,0,5,GOLD,739,Mid-Age,New,1,3,0,1,Low,1,0.0001463799717553002,Low Risk
510,France,Male,65,2,0.0,2,1,1,48071.61,0,0,1,SILVER,280,Elder,New,0,3,1,0,Low,1,4.715266223033541e-06,Low Risk
778,Germany,Female,45,1,162150.42,2,1,0,174531.27,0,0,2,DIAMOND,250,Mid-Age,New,1,2,1,0,High,2,0.0019265823210031685,Low Risk
636,France,Male,42,2,0.0,2,1,1,55470.78,0,0,4,PLATINUM,991,Mid-Age,New,0,3,0,0,Low,0,2.1549512933141504e-05,Low Risk
804,France,Female,50,4,0.0,1,1,1,8546.87,1,1,2,GOLD,482,Senior,Early,0,2,1,1,Low,2,0.7303634972731613,High Risk
514,France,Male,32,8,0.0,2,1,0,95857.18,0,0,4,PLATINUM,423,Mid-Age,Established,0,2,0,0,Medium,1,0.0008538724170616152,Low Risk
730,France,Female,39,1,99010.67,1,1,0,194945.8,0,0,5,GOLD,260,Mid-Age,New,1,2,0,1,High,2,0.014146058926224333,Low Risk
525,Spain,Female,37,0,0.0,1,0,1,131521.72,0,0,5,SILVER,642,Mid-Age,,0,2,0,1,Medium,1,0.005284626852058617,Low Risk
616,Spain,Male,30,5,0.0,2,0,1,196108.51,0,0,4,PLATINUM,701,Young,Early,0,2,0,0,High,0,0.0007769907470174464,Low Risk
687,Germany,Female,34,7,111388.18,2,1,0,148564.76,0,0,4,GOLD,570,Mid-Age,Established,1,2,0,0,High,1,0.010839010466989965,Low Risk
715,France,Female,41,8,56214.85,2,0,0,92982.61,1,1,4,GOLD,790,Mid-Age,Established,0,0,0,0,Medium,1,0.999966465573768,High Risk
512,France,Female,36,3,84327.77,2,1,0,17675.36,0,0,5,PLATINUM,727,Mid-Age,Early,0,2,0,0,Low,1,0.010796144389435498,Low Risk
479,France,Male,40,1,0.0,2,0,0,114996.43,0,0,3,SILVER,909,Mid-Age,New,0,1,0,0,Medium,1,0.050276419962144124,Low Risk
601,France,Male,32,8,93012.89,1,1,0,86957.42,0,0,2,GOLD,799,Mid-Age,Established,0,2,1,1,Medium,3,4.7330189637482715e-05,Low Risk
580,Spain,Male,29,9,61710.44,2,1,0,128077.8,0,0,1,DIAMOND,520,Young,Established,0,2,1,0,Medium,2,2.174378228670579e-05,Low Risk
807,France,Male,35,3,174790.15,1,1,1,600.36,0,0,3,SILVER,861,Mid-Age,Early,1,3,0,1,Low,1,1.167436771800156e-05,Low Risk
616,Spain,Female,32,6,0.0,2,1,1,43001.46,0,0,5,GOLD,512,Mid-Age,Established,0,3,0,0,Low,0,5.5575092970826014e-05,Low Risk
721,Germany,Male,37,3,107720.64,1,1,1,158591.12,0,0,1,PLATINUM,478,Mid-Age,Early,1,3,1,1,High,2,1.3984689324453185e-06,Low Risk
501,France,Male,57,10,0.0,2,1,1,47847.19,0,0,5,PLATINUM,374,Senior,Established,0,3,0,0,Low,0,0.0005014403636742793,Low Risk
521,France,Male,35,6,96423.84,1,1,0,10488.44,0,0,4,PLATINUM,280,Mid-Age,Established,0,2,0,1,Low,2,0.0013883343016586195,Low Risk
850,Spain,Male,30,2,141040.01,1,1,1,5978.2,0,0,2,DIAMOND,615,Young,New,1,3,1,1,Low,2,1.0708643185897945e-06,Low Risk
759,France,Male,42,4,105420.18,1,0,1,121409.06,0,0,3,GOLD,435,Mid-Age,Early,1,2,0,1,Medium,1,0.0007528283980702135,Low Risk
516,Spain,Male,50,5,0.0,1,0,1,146145.93,1,1,5,GOLD,509,Senior,Early,0,1,0,1,High,1,0.9995824606409545,High Risk
711,France,Female,38,2,129022.06,2,1,1,14374.86,1,1,4,DIAMOND,321,Mid-Age,New,1,2,0,0,Low,0,0.9173373952024467,High Risk
512,Spain,Male,33,3,176666.62,1,1,0,94670.77,0,0,1,PLATINUM,726,Mid-Age,Early,1,2,1,1,Medium,3,2.8238735360093306e-05,Low Risk
550,France,Male,37,3,0.0,1,1,1,179670.31,0,0,3,GOLD,516,Mid-Age,Early,0,3,0,1,High,1,7.464127904336603e-06,Low Risk
608,Spain,Female,41,3,89763.84,1,0,0,199304.74,1,1,3,PLATINUM,639,Mid-Age,Early,0,0,0,1,High,2,0.9999167441513189,High Risk
618,France,Male,34,5,134954.53,1,1,1,151954.39,0,0,2,SILVER,512,Mid-Age,Early,1,3,1,1,High,2,1.2854286475919702e-06,Low Risk
643,France,Male,45,5,0.0,1,1,0,142513.5,1,1,3,GOLD,730,Mid-Age,Early,0,1,0,1,High,2,0.9899116998474666,High Risk
671,France,Male,45,2,106376.85,1,0,1,158264.62,0,0,3,DIAMOND,244,Mid-Age,New,1,2,0,1,High,1,0.0012478219999556748,Low Risk
689,Germany,Male,33,2,161814.64,2,1,0,169381.9,0,0,3,PLATINUM,292,Mid-Age,New,1,2,0,0,High,1,0.002473886713456474,Low Risk
603,France,Male,31,8,0.0,2,1,1,169915.02,0,0,3,GOLD,245,Mid-Age,Established,0,3,0,0,High,0,5.280050066331221e-06,Low Risk
620,France,Female,41,9,0.0,2,0,0,88852.47,0,0,3,DIAMOND,848,Mid-Age,Established,0,1,0,0,Medium,1,0.0824980095846489,Low Risk
676,France,Female,34,1,63095.01,1,1,1,40645.81,0,0,3,SILVER,974,Mid-Age,New,0,3,0,1,Low,1,1.6171332203439682e-05,Low Risk
572,Germany,Male,26,4,118287.01,2,0,0,60427.3,0,0,4,DIAMOND,958,Young,Early,1,1,0,0,Low,1,0.23697600236713648,Low Risk
668,Germany,Male,47,7,106854.21,1,0,1,157959.02,1,1,3,GOLD,629,Senior,Established,1,1,0,1,High,1,0.9993520953478291,High Risk
695,France,Male,46,7,49512.55,1,1,0,133007.34,0,0,3,DIAMOND,310,Senior,Established,0,2,0,1,High,2,0.005961315944023044,Low Risk
730,Spain,Female,33,9,0.0,2,0,0,176576.62,0,0,1,SILVER,621,Mid-Age,Established,0,1,1,0,High,2,0.002766554437631904,Low Risk
807,France,Male,43,1,105799.32,2,1,0,34888.04,1,1,4,DIAMOND,924,Mid-Age,New,1,1,0,0,Low,1,0.9978288732671826,High Risk
592,France,Male,54,8,0.0,1,1,1,28737.71,1,1,2,PLATINUM,359,Senior,Established,0,2,1,1,Low,2,0.5186266746847135,Medium Risk
726,France,Female,31,9,114722.05,2,1,1,98178.57,0,0,5,SILVER,811,Mid-Age,Established,1,3,0,0,Medium,0,8.145959030033867e-05,Low Risk
514,Spain,Male,30,7,0.0,1,0,1,125010.24,0,0,4,DIAMOND,583,Young,Established,0,2,0,1,Medium,1,0.0005789763312305954,Low Risk
567,France,Male,42,2,0.0,2,1,1,167984.61,0,0,5,SILVER,959,Mid-Age,New,0,3,0,0,High,0,6.68218999404005e-05,Low Risk
850,France,Male,33,10,0.0,1,1,0,4861.72,1,1,1,SILVER,359,Mid-Age,Established,0,1,1,1,Low,3,0.6856495212925711,High Risk
671,Germany,Male,45,6,99564.22,1,1,1,108872.45,1,1,3,PLATINUM,901,Mid-Age,Established,1,2,0,1,Medium,1,0.7512123161669292,High Risk
670,France,Male,37,4,170557.91,2,1,0,198252.88,0,0,5,GOLD,729,Mid-Age,Early,1,2,0,0,High,1,0.007210114521482792,Low Risk
694,France,Female,30,9,0.0,2,1,1,26960.31,0,0,5,DIAMOND,829,Young,Established,0,3,0,0,Low,0,7.877524097870339e-05,Low Risk
547,Germany,Female,39,6,74596.15,3,1,1,85746.52,1,1,4,SILVER,790,Mid-Age,Established,0,2,0,0,Medium,0,0.9537448912525992,High Risk
751,Germany,Male,50,2,96888.39,1,1,0,77206.25,1,1,2,DIAMOND,756,Senior,New,0,1,1,1,Medium,3,0.9966339253279314,High Risk
594,Germany,Female,29,3,130830.22,1,1,0,61048.53,0,0,4,GOLD,873,Young,Early,1,2,0,1,Low,2,0.01042924915911347,Low Risk
673,France,Male,72,1,0.0,2,0,1,111981.19,0,0,3,SILVER,865,Elder,New,0,2,0,0,Medium,0,0.006953751245409824,Low Risk
610,France,Male,40,0,0.0,2,1,0,62232.6,0,0,5,GOLD,690,Mid-Age,,0,2,0,0,Low,1,0.006093953574186885,Low Risk
512,France,Female,37,1,0.0,2,0,1,156105.03,0,0,4,PLATINUM,722,Mid-Age,New,0,2,0,0,High,0,0.0031094070110875855,Low Risk
767,Germany,Male,20,3,119714.25,2,0,1,150135.38,0,0,4,DIAMOND,535,Young,Early,1,2,0,0,High,0,0.003399159340691868,Low Risk
585,France,Female,67,5,113978.97,2,0,1,93146.11,0,0,5,SILVER,580,Elder,Early,1,2,0,0,Medium,0,0.09159249216437657,Low Risk
763,Germany,Male,42,6,100160.75,1,1,0,33462.94,1,1,3,GOLD,709,Mid-Age,Established,1,1,0,1,Low,2,0.9962845700088439,High Risk
712,France,Female,29,2,0.0,1,1,1,144375.0,0,0,4,GOLD,930,Young,New,0,3,0,1,High,1,3.1968439668375786e-05,Low Risk
539,Germany,Female,43,3,116220.5,3,1,0,55803.96,1,1,4,DIAMOND,264,Mid-Age,Early,1,1,0,0,Low,1,0.9997488836183808,High Risk
668,France,Female,46,2,0.0,3,1,0,89048.46,1,1,1,DIAMOND,943,Senior,New,0,1,1,0,Medium,2,0.991344415162906,High Risk
703,France,Male,28,2,81173.83,2,0,1,162812.16,0,0,2,PLATINUM,388,Young,New,0,2,1,0,High,1,7.774729722450453e-05,Low Risk
662,Spain,Male,38,4,0.0,2,1,0,136259.65,0,0,5,GOLD,248,Mid-Age,Early,0,2,0,0,High,1,0.0035605366192779948,Low Risk
725,Germany,Female,39,5,116803.8,1,1,0,124052.97,0,0,2,GOLD,763,Mid-Age,Early,1,2,1,1,Medium,3,0.0005440091644194147,Low Risk
703,France,Male,37,8,105961.68,2,0,1,74158.8,0,0,1,DIAMOND,619,Mid-Age,Established,1,2,1,0,Medium,1,3.459568805472202e-05,Low Risk
659,Germany,Male,67,6,117411.6,1,1,1,45071.09,1,1,2,SILVER,815,Elder,Established,1,2,1,1,Low,2,0.7799835616723261,High Risk
523,Spain,Male,34,7,0.0,2,1,0,62030.06,0,0,4,DIAMOND,566,Mid-Age,Established,0,2,0,0,Low,1,0.0009468835744438721,Low Risk
635,France,Female,40,10,123497.58,1,1,0,131953.23,1,1,5,GOLD,774,Mid-Age,Established,1,1,0,1,Medium,2,0.9989105140572013,High Risk
772,Germany,Male,26,7,152400.51,2,1,0,79414.0,0,0,1,PLATINUM,695,Young,Established,1,2,1,0,Medium,2,8.328460916867144e-05,Low Risk
545,France,Female,26,1,0.0,2,1,1,199638.56,0,0,5,PLATINUM,902,Young,New,0,3,0,0,High,0,8.204257573708902e-05,Low Risk
634,Germany,Male,24,8,103097.85,1,1,1,157577.29,0,0,2,GOLD,532,Young,Established,1,3,1,1,High,2,1.7472059275451879e-06,Low Risk
739,Germany,Male,54,8,126418.14,1,1,0,134420.75,1,1,2,DIAMOND,718,Senior,Established,1,1,1,1,High,3,0.9976111191409198,High Risk
771,Germany,Female,36,5,77846.9,1,0,0,99805.99,0,0,5,PLATINUM,895,Mid-Age,Early,0,1,0,1,Medium,2,0.48621934169918496,Medium Risk
587,Spain,Female,34,1,0.0,2,1,1,97932.68,0,0,4,DIAMOND,749,Mid-Age,New,0,3,0,0,Medium,0,2.9728322715275307e-05,Low Risk
681,France,Female,79,0,0.0,2,0,1,170968.99,0,0,5,DIAMOND,333,Elder,,0,2,0,0,High,0,0.19095573195994645,Low Risk
544,Germany,Male,37,2,79731.91,1,1,1,57558.95,0,0,4,DIAMOND,866,Mid-Age,New,0,3,0,1,Low,1,4.7620633685505275e-05,Low Risk
696,Spain,Male,28,8,0.0,1,0,0,176713.47,0,0,3,SILVER,671,Young,Established,0,1,0,1,High,2,0.01884174104923648,Low Risk
766,Spain,Male,41,0,0.0,2,0,1,34283.23,0,0,4,GOLD,670,Mid-Age,,0,2,0,0,Low,0,0.0015376805029735916,Low Risk
727,France,Male,34,10,0.0,2,1,1,198637.34,0,0,4,GOLD,768,Mid-Age,Established,0,3,0,0,High,0,1.1058082803622515e-05,Low Risk
671,Germany,Female,34,6,37266.67,2,0,0,156917.12,0,0,3,SILVER,565,Mid-Age,Established,0,1,0,0,High,1,0.20323856232268958,Low Risk
693,France,Female,30,6,127992.25,1,1,1,50457.2,0,0,1,SILVER,483,Young,Established,1,3,1,1,Low,2,1.2562929931515831e-06,Low Risk
850,Germany,Male,38,3,54901.01,1,1,1,140075.55,0,0,2,GOLD,926,Mid-Age,Early,0,3,1,1,High,2,2.678097294078485e-06,Low Risk
732,Germany,Male,42,9,108748.08,2,1,1,65323.11,0,0,1,DIAMOND,932,Mid-Age,Established,1,3,1,0,Low,1,1.5729026442106866e-06,Low Risk
726,Spain,Female,48,6,99906.19,1,1,0,64323.24,0,0,4,DIAMOND,901,Senior,Established,1,2,0,1,Low,2,0.02892855337370542,Low Risk
557,France,Female,32,6,184686.41,2,1,0,14956.44,0,0,3,GOLD,299,Mid-Age,Established,1,2,0,0,Low,1,0.0022669047734839797,Low Risk
682,France,Female,26,0,110654.02,1,0,1,111879.21,0,0,2,PLATINUM,899,Young,,1,2,1,1,Medium,2,0.00015590766056348482,Low Risk
738,Spain,Male,31,9,79019.8,1,1,1,18606.23,0,0,4,PLATINUM,467,Mid-Age,Established,0,3,0,1,Low,1,6.815093619423316e-06,Low Risk
531,Spain,Female,36,9,99240.51,1,1,0,123137.01,0,0,1,PLATINUM,717,Mid-Age,Established,1,2,1,1,Medium,3,4.088749707884369e-05,Low Risk
498,France,Male,34,2,0.0,2,1,1,148528.24,0,0,1,DIAMOND,549,Mid-Age,New,0,3,1,0,High,1,4.6563816643439486e-07,Low Risk
651,France,Male,36,7,0.0,2,1,0,13898.31,0,0,1,GOLD,545,Mid-Age,Established,0,2,1,0,Low,2,3.0835637224807485e-05,Low Risk
549,Spain,Female,39,7,0.0,1,0,0,81259.25,1,1,2,GOLD,716,Mid-Age,Established,0,0,1,1,Medium,3,0.9987387582240927,High Risk
791,Germany,Female,35,7,52436.2,1,1,0,161051.75,0,0,2,SILVER,650,Mid-Age,Established,0,2,1,1,High,3,0.0003973536974287198,Low Risk
650,Spain,Male,41,9,0.0,2,0,1,191599.67,0,0,4,PLATINUM,693,Mid-Age,Established,0,2,0,0,High,0,0.0007936018413785836,Low Risk
733,Germany,Male,34,3,100337.96,3,1,0,48559.19,1,1,4,PLATINUM,759,Mid-Age,Early,1,1,0,0,Low,1,0.9986293923551756,High Risk
811,Germany,Female,34,1,149297.19,2,1,1,186339.74,0,0,2,GOLD,946,Mid-Age,New,1,3,1,0,High,1,9.126237569975452e-06,Low Risk
707,France,Male,30,8,0.0,2,1,0,33159.37,0,0,5,GOLD,402,Young,Established,0,2,0,0,Low,1,0.0030326943357902284,Low Risk
712,Germany,Male,28,4,145605.44,1,0,1,93883.53,0,0,3,PLATINUM,465,Young,Early,1,2,0,1,Medium,1,0.0012325469094150402,Low Risk
706,Spain,Female,37,7,0.0,2,1,1,110899.3,0,0,1,GOLD,799,Mid-Age,Established,0,3,1,0,Medium,1,5.530871342850536e-07,Low Risk
756,France,Male,62,3,0.0,1,1,1,11199.04,1,1,3,SILVER,600,Elder,Early,0,2,0,1,Low,1,0.8726820505526545,High Risk
777,France,Female,53,10,0.0,2,1,0,189992.97,0,0,2,PLATINUM,306,Senior,Established,0,2,1,0,High,2,0.001924439765603133,Low Risk
646,France,Male,35,6,84026.86,1,0,1,164255.69,0,0,3,SILVER,635,Mid-Age,Established,0,2,0,1,High,1,0.0004949659419661408,Low Risk
714,France,Male,46,1,0.0,1,1,0,152167.79,1,1,2,PLATINUM,747,Senior,New,0,1,1,1,High,3,0.9874956853279936,High Risk
782,France,Male,39,8,0.0,2,1,1,33949.67,0,0,3,PLATINUM,424,Mid-Age,Established,0,3,0,0,Low,0,6.764231672998396e-06,Low Risk
775,Spain,Male,29,10,0.0,2,1,1,68143.93,0,0,2,DIAMOND,913,Young,Established,0,3,1,0,Medium,1,4.4626081493473947e-07,Low Risk
479,Germany,Male,35,4,138718.92,1,1,1,47251.79,1,1,1,GOLD,751,Mid-Age,Early,1,2,1,1,Low,2,0.12703733483269938,Low Risk
807,France,Male,42,7,118274.71,1,1,1,25885.72,0,0,3,DIAMOND,899,Mid-Age,Established,1,3,0,1,Low,1,1.1326412351289332e-05,Low Risk
799,France,Female,22,8,174185.98,2,0,1,192633.85,0,0,3,PLATINUM,219,Young,Established,1,2,0,0,High,0,0.001130819132627757,Low Risk
675,France,Male,40,7,113208.86,2,1,0,34577.36,0,0,3,SILVER,587,Mid-Age,Established,1,2,0,0,Low,1,0.0011504849111990613,Low Risk
602,Spain,Male,29,5,103907.28,1,1,0,161229.84,0,0,2,SILVER,861,Young,Early,1,2,1,1,High,3,7.118020434503684e-05,Low Risk
475,France,Female,32,8,119023.28,1,1,0,100816.29,0,0,1,PLATINUM,278,Mid-Age,Established,1,2,1,1,Medium,3,5.752274850620711e-05,Low Risk
744,Spain,Female,26,5,166297.89,1,1,1,181694.44,0,0,1,PLATINUM,526,Young,Early,1,3,1,1,High,2,7.441992320504195e-07,Low Risk
588,Spain,Male,34,10,0.0,2,1,0,79078.91,0,0,2,PLATINUM,632,Mid-Age,Established,0,2,1,0,Medium,2,3.146299925295761e-05,Low Risk
703,Germany,Male,42,9,63227.0,1,0,1,137316.32,0,0,3,SILVER,301,Mid-Age,Established,0,2,0,1,High,1,0.001433280630144625,Low Risk
747,Spain,Female,41,5,94521.17,2,1,0,194926.86,0,0,1,DIAMOND,806,Mid-Age,Early,0,2,1,0,High,2,0.00010829482071192665,Low Risk
583,France,Male,27,7,0.0,2,1,0,51285.49,0,0,1,PLATINUM,250,Young,Established,0,2,1,0,Low,2,2.5580690473032956e-05,Low Risk
750,Spain,Female,34,9,112822.26,1,0,0,150401.53,1,1,2,PLATINUM,563,Mid-Age,Established,1,0,1,1,High,3,0.9988582461248797,High Risk
681,France,Male,38,3,0.0,2,1,1,112491.96,0,0,1,DIAMOND,861,Mid-Age,Early,0,3,1,0,Medium,1,4.822188861234919e-07,Low Risk
773,France,Male,25,2,135903.33,1,1,0,73656.38,0,0,4,PLATINUM,790,Young,New,1,2,0,1,Medium,2,0.0012218272219782754,Low Risk
714,France,Female,31,4,125169.26,1,1,1,106636.89,0,0,3,PLATINUM,669,Mid-Age,Early,1,3,0,1,Medium,1,1.376547884342065e-05,Low Risk
687,Spain,Female,44,7,0.0,3,1,0,155853.52,1,1,2,SILVER,336,Mid-Age,Established,0,1,1,0,High,2,0.9735960489749755,High Risk
511,France,Male,58,0,149117.31,1,1,1,162599.51,0,0,1,GOLD,517,Senior,,1,3,1,1,High,2,1.573593197539015e-05,Low Risk
627,France,Male,33,5,0.0,2,1,1,103737.82,0,0,4,PLATINUM,499,Mid-Age,Early,0,3,0,0,Medium,0,1.23580773108375e-05,Low Risk
694,France,Female,31,10,0.0,2,1,0,160990.27,0,0,3,SILVER,673,Mid-Age,Established,0,2,0,0,High,1,0.0008797277806243519,Low Risk
616,Spain,Female,36,6,132311.71,1,0,0,15462.84,0,0,2,SILVER,268,Mid-Age,Established,1,1,1,1,Low,3,0.012767677231918054,Low Risk
687,France,Male,35,8,0.0,2,1,0,10334.05,0,0,5,PLATINUM,809,Mid-Age,Established,0,2,0,0,Low,1,0.0024302266619837766,Low Risk
712,France,Female,33,6,0.0,2,1,1,190686.16,0,0,5,GOLD,460,Mid-Age,Established,0,3,0,0,High,0,8.588815052283504e-05,Low Risk
553,France,Male,33,4,118082.89,1,0,0,94440.45,0,0,4,SILVER,221,Mid-Age,Early,1,1,0,1,Medium,2,0.10113362314289782,Low Risk
667,France,Male,31,1,119266.69,1,1,1,28257.63,0,0,2,SILVER,730,Mid-Age,New,1,3,1,1,Low,2,1.0709880836177666e-06,Low Risk
731,France,Male,43,2,0.0,1,1,1,170034.95,1,1,2,DIAMOND,777,Mid-Age,New,0,2,1,1,High,2,0.13706893960393057,Low Risk
629,Germany,Male,35,7,156847.29,2,1,0,31824.29,0,0,4,SILVER,837,Mid-Age,Established,1,2,0,0,Low,1,0.005380762008018818,Low Risk
614,France,Male,50,4,137104.47,1,1,0,127166.49,1,1,1,DIAMOND,958,Senior,Early,1,1,1,1,Medium,3,0.9836081282216705,High Risk
438,Germany,Male,31,8,78398.69,1,1,0,44937.01,0,0,4,PLATINUM,809,Mid-Age,Established,0,2,0,1,Low,2,0.0019042350728403737,Low Risk
652,France,Female,80,4,0.0,2,1,1,188603.07,0,0,1,GOLD,662,Elder,Early,0,3,1,0,High,1,2.2525409592075557e-05,Low Risk
729,Germany,Male,30,6,63669.42,1,1,0,145111.37,0,0,2,GOLD,484,Young,Established,0,2,1,1,High,3,0.00019562852250373043,Low Risk
642,France,Male,38,3,0.0,2,0,0,171463.83,0,0,2,GOLD,737,Mid-Age,Early,0,1,1,0,High,2,0.00689433988334258,Low Risk
806,Germany,Female,59,0,135296.33,1,1,0,182822.5,0,0,1,SILVER,486,Senior,,1,2,1,1,High,3,0.008025046032268439,Low Risk
744,Spain,Male,36,2,153804.44,1,1,1,87213.33,0,0,3,SILVER,252,Mid-Age,New,1,3,0,1,Medium,1,8.11464635928309e-06,Low Risk
474,Spain,Male,37,3,0.0,2,0,0,57175.32,0,0,4,SILVER,275,Mid-Age,Early,0,1,0,0,Low,1,0.08991827965876485,Low Risk
559,France,Male,49,2,147069.78,1,1,0,120540.83,1,1,1,DIAMOND,245,Senior,New,1,1,1,1,Medium,3,0.9857344421825823,High Risk
706,Spain,Male,42,9,0.0,2,1,1,28714.34,0,0,4,PLATINUM,361,Mid-Age,Established,0,3,0,0,Low,0,1.3200204760753082e-05,Low Risk
628,Spain,Female,22,3,0.0,1,1,0,85426.28,0,0,4,DIAMOND,483,Young,Early,0,2,0,1,Medium,2,0.0014954284201899146,Low Risk
429,France,Male,24,4,95741.75,1,1,0,46170.75,0,0,2,GOLD,352,Young,Early,0,2,1,1,Low,3,6.721655855232515e-05,Low Risk
525,Spain,Female,57,2,145965.33,1,1,1,64448.36,0,0,5,PLATINUM,337,Senior,New,1,3,0,1,Low,1,0.0016752977479093556,Low Risk
680,France,Female,30,8,141441.75,1,1,1,16278.97,0,0,1,SILVER,597,Young,Established,1,3,1,1,Low,2,1.1111318026319728e-06,Low Risk
749,France,Male,40,1,139290.41,1,1,0,182855.42,1,1,1,SILVER,381,Mid-Age,New,1,1,1,1,High,3,0.9007746421117679,High Risk
763,France,Female,31,4,0.0,2,0,0,50404.72,0,0,3,PLATINUM,668,Mid-Age,Early,0,1,0,0,Low,1,0.06237349506173598,Low Risk
734,France,Male,30,3,0.0,2,1,0,107640.25,0,0,4,DIAMOND,245,Young,Early,0,2,0,0,Medium,1,0.0018274836286700606,Low Risk
716,France,Male,35,4,144428.87,1,1,0,134132.65,0,0,2,PLATINUM,495,Mid-Age,Early,1,2,1,1,High,3,0.00010838379853322836,Low Risk
594,France,Male,35,2,0.0,2,1,0,103480.69,0,0,4,DIAMOND,378,Mid-Age,New,0,2,0,0,Medium,1,0.0015550002719513908,Low Risk
644,France,Female,46,9,95441.27,1,1,0,108761.05,1,1,1,SILVER,568,Senior,Established,0,1,1,1,Medium,3,0.9858966677181038,High Risk
671,Germany,Male,35,1,144848.74,1,1,1,179012.3,0,0,5,PLATINUM,731,Mid-Age,New,1,3,0,1,High,1,0.0001353342269640864,Low Risk
664,Germany,Male,26,7,116244.14,2,1,1,95145.14,0,0,2,GOLD,837,Young,Established,1,3,1,0,Medium,1,2.22712181000042e-06,Low Risk
656,France,Male,50,7,0.0,2,0,1,72143.44,0,0,1,GOLD,829,Senior,Established,0,2,1,0,Medium,1,0.0002409724587143906,Low Risk
667,Spain,Female,40,1,146502.07,1,1,0,19162.89,0,0,3,DIAMOND,230,Mid-Age,New,1,2,0,1,Low,2,0.0023818087855904157,Low Risk
663,Germany,Male,44,2,117028.6,2,0,1,144680.18,0,0,4,DIAMOND,919,Mid-Age,New,1,2,0,0,High,0,0.007784400058453276,Low Risk
584,Germany,Female,30,8,112013.81,1,1,0,177772.03,1,1,4,PLATINUM,641,Young,Established,1,1,0,1,High,2,0.9989661925480997,High Risk
626,Spain,Female,37,6,108269.37,1,1,0,5597.94,0,0,2,DIAMOND,457,Mid-Age,Established,1,2,1,1,Low,3,0.00019223582321836462,Low Risk
485,France,Male,29,7,182123.79,1,1,0,116828.51,1,1,4,GOLD,583,Young,Established,1,1,0,1,Medium,2,0.9950289638666581,High Risk
659,Germany,Female,32,3,150923.74,2,0,1,174652.51,0,0,2,PLATINUM,849,Mid-Age,Early,1,2,1,0,High,1,0.000510597834729587,Low Risk
649,France,Male,33,2,0.0,2,1,0,2010.98,0,0,3,DIAMOND,720,Mid-Age,New,0,2,0,0,Low,1,0.0006042204631397278,Low Risk
805,Spain,Female,39,5,165272.13,1,1,0,14109.85,1,1,3,SILVER,317,Mid-Age,Early,1,1,0,1,Low,2,0.9957801547035727,High Risk
716,Germany,Female,39,10,115301.31,1,1,0,43527.4,1,1,5,DIAMOND,465,Mid-Age,Established,1,1,0,1,Low,2,0.9996292083209061,High Risk
642,Germany,Female,40,6,129502.49,2,0,1,86099.23,1,1,4,GOLD,269,Mid-Age,Established,1,1,0,0,Medium,0,0.999319802740911,High Risk
659,France,Male,31,4,118342.26,1,0,0,161574.19,0,0,3,SILVER,391,Mid-Age,Early,1,1,0,1,High,2,0.045358519395039175,Low Risk
545,Spain,Female,47,5,0.0,2,1,1,38970.14,0,0,4,PLATINUM,373,Senior,Early,0,3,0,0,Low,0,0.00028479234703119113,Low Risk
543,France,Male,22,8,0.0,2,0,0,127587.22,0,0,3,PLATINUM,251,Young,Established,0,1,0,0,Medium,1,0.01873511481699739,Low Risk
718,France,Female,25,7,0.0,2,1,0,30380.12,0,0,2,PLATINUM,237,Young,Established,0,2,1,0,Low,2,0.0001282214607644286,Low Risk
840,France,Female,43,7,0.0,2,1,0,90908.95,0,0,2,SILVER,645,Mid-Age,Established,0,2,1,0,Medium,2,0.00024170496467782834,Low Risk
630,Germany,Female,34,9,106937.05,2,1,0,138275.01,0,0,3,SILVER,624,Mid-Age,Established,1,2,0,0,High,1,0.004205769258901337,Low Risk
643,Germany,Male,59,3,170331.37,1,1,1,32171.79,0,0,5,PLATINUM,838,Senior,Early,1,3,0,1,Low,1,0.002774108451403872,Low Risk
654,Germany,Female,32,1,114510.85,1,1,1,126143.23,0,0,4,GOLD,224,Mid-Age,New,1,3,0,1,Medium,1,0.00010457199152419704,Low Risk
